gene_id	CC7_tx	CC7_prot	H2_tx	H2_prot	RS_tx	RS_prot	SSB01_tx	SSB01_prot
AIPGENE14172	-0.23211		-0.02051		0.09448		-0.05702	
AIPGENE14173	0.01939		0.21564		-0.01405		-0.10578	
AIPGENE14174	0.98192		0.59057		0.57509		0.95813	
AIPGENE14175	1.02295		0.61038		0.33755		0.9279	
AIPGENE14176	-0.5324		0.21613				-0.18208	
AIPGENE14177	-0.11188		-0.17733				0.40639	
AIPGENE14178	0.15027		0.2455		-0.12854		-0.43665	
AIPGENE14179	0.0561		0.02634		-0.30974		-0.15313	
AIPGENE14180	-0.34417		0.06832		-0.11301		-0.57501	
AIPGENE14181	0.33426		-0.46327		0.34217		0.26863	
AIPGENE14182	0.06349		0.23215		0.29249		0.4004	
AIPGENE14183	-0.97802						-1.21809	
AIPGENE14184	-0.01174	0.0133	0.29038	-0.0116	0.45547		0.29001	0.00362
AIPGENE14186	-0.2307		-0.03946		-0.11715		-0.04051	
AIPGENE14187	-0.04491		-0.07936		-0.1324		-0.29307	
AIPGENE14188	-0.83849		-0.55445		-0.29638		-0.56702	
AIPGENE14189	-0.05513		-0.31261		-0.58508		0.30099	
AIPGENE14190			0.38151		-0.07228			
AIPGENE14193	-0.96125		-0.02761		-0.37291		-0.92962	
AIPGENE14194	-0.21851		-0.58163		0.10905		-0.18285	
AIPGENE14196	1.14209		-0.24177				0.81226	
AIPGENE14197			-0.06517		0.4862			
AIPGENE14198	0.02654		0.18876		0.21522		-0.30288	
AIPGENE14199			-0.283		-0.02851			
AIPGENE14200	-0.00486		0.31496		0.08322		-0.05918	
AIPGENE14201	0.80879		-0.25181				0.60155	
AIPGENE14204			-0.0784				0.64796	
AIPGENE14205	-0.02099		-0.70016		0.00114		-0.18247	
AIPGENE14206	0.17083		0.00635		0.45927		0.05361	
AIPGENE14207	-0.16903		-0.05144		-0.163		-0.24109	
AIPGENE14209	0.14413		-0.01917		0.08458		0.28954	
AIPGENE14210	0.22667		-0.04244		-0.29735		-0.37189	
AIPGENE14211	0.50876		0.0433		-0.03796		0.11104	
AIPGENE14212	0.62487		-0.46201				-0.23161	
AIPGENE14214	-0.22939		-0.13027		-0.0428		-0.12484	
AIPGENE14215	-0.01861		-0.21503		-0.23284		-0.25512	
AIPGENE14216	-0.42836		0.39688		-0.36533		0.06948	
AIPGENE14217	-0.1476		0.11564		0.14225		-0.40473	
AIPGENE14218	0.15278		-0.05164		-0.22661		-0.03803	
AIPGENE14219	-0.38767		0.22055		0.24177		-0.47699	
AIPGENE14221	-0.04585	0.11449	-0.09094	0.05413	-0.13293	-0.08938	-0.08451	0.09084
AIPGENE14222	0.55235		0.3418		0.59234		0.17851	
AIPGENE14223	0.26816		0.28779		0.0247		0.14762	
AIPGENE14224	0.27245		0.39179		0.45422		0.12364	
AIPGENE14225	1.20962		-0.40238		0.7071		0.54324	
AIPGENE14226	-0.24651		-0.07346		-0.29064		-0.01956	
AIPGENE14227	-0.32554		-0.14998		-0.37058		-0.87301	
AIPGENE14228	0.03926		-0.11729		-0.27001		-0.163	
AIPGENE14229	0.22524		0.26606		0.31105		0.02096	
AIPGENE14230	-0.38619		0.22525		-0.58282		-0.48626	
AIPGENE14231	-0.43813		-0.30784		0.22307		0.43106	
AIPGENE14232	-0.63135		-0.20683		-0.1961		-0.03993	
AIPGENE14233	0.07693		0.05368		0.09167		0.5966	
AIPGENE14234	0.49586		0.6149		0.68382		0.33115	
AIPGENE14235	0.33289		0.43092		-0.14544		0.22046	
AIPGENE14236	-0.39996		-0.35514		-0.17862		-0.16385	
AIPGENE14237	0.10128		-0.21127		0.04673		-0.10059	
AIPGENE14238	0.12569		0.22789		0.33948		-0.01952	
AIPGENE14239	-0.38888		-0.21944		0.08169		-0.4899	
AIPGENE14240	-0.09582	-0.14612	-0.19452	0.1182	-0.2527	0.03318	-0.18599	-0.04604
AIPGENE14242	0.49876				0.05415		0.37431	
AIPGENE14243	-0.44348		-0.25374		-0.46184		-0.84649	
AIPGENE14244	-0.49278		-0.382		-0.20799		-0.11386	
AIPGENE14245	-0.09526		-0.07502		0.14643			
AIPGENE14246	-0.69352		-0.37567		-0.20268		-0.09252	
AIPGENE14247	0.29506		-0.09084		0.21935		0.03136	
AIPGENE14248	0.49067		0.09473		0.25188		0.29321	
AIPGENE14249	0.00938		-0.02486		0.21601		-0.0107	
AIPGENE14250	-0.67792		0.44977		-0.08382		-0.97499	
AIPGENE14251	0.03837		-0.087		-0.24524		0.07147	
AIPGENE14252	-0.38939				1.10541		0.54376	
AIPGENE14253	-0.11484		0.05457		-0.25455		-0.12936	
AIPGENE14254	0.15623		0.06005		0.07126		0.07631	
AIPGENE14255	-0.10917		0.00546		-0.00028		0.16236	
AIPGENE14256	0.30855		-0.33534		-0.44831		-0.39202	
AIPGENE14257	0.68975		0.43375		0.50784		0.68236	
AIPGENE14258	-0.27708		0.18463		-0.22435		0.1749	
AIPGENE14260	-0.03317		0.00741		0.14742		0.01947	
AIPGENE14261	-0.87239				0.13716		-0.77634	
AIPGENE14262	0.82403		0.08434		0.33511		0.4069	
AIPGENE14263	-0.19363	-0.13702	-0.25493	-1.00826	-0.51354		-0.90203	-0.27125
AIPGENE14264	-0.0016		0.71123		0.35453		0.17999	
AIPGENE14266	0.03136		-0.13005		0.04253		0.20382	
AIPGENE14267	0.34498		1.11674		1.12277		0.30883	
AIPGENE14268	-0.04191		0.53684		1.12955		-0.42274	
AIPGENE14269			0.26904		-0.0294		-0.47071	
AIPGENE14270	0.0195		-0.04888		0.0537		0.05247	
AIPGENE14271	0.04923		-0.04853		0.00946		0.16853	
AIPGENE14272	-0.28987		-0.67949		-0.06734		-0.00886	
AIPGENE14273	-0.48141		-0.1498		-0.02282		-0.11951	
AIPGENE14275	0.30641		0.07969		0.32885		0.24667	
AIPGENE14276	0.16392		0.31573		0.16715		0.30317	
AIPGENE14277	0.05853		-0.11329		0.00766		0.03949	
AIPGENE14278	0.13244	0.05352	-0.14487	-0.11642	-0.60071	0.09933	0.08407	0.10349
AIPGENE14279	-0.03952		0.25043		-0.07835		-0.02934	
AIPGENE14280			-0.72092					
AIPGENE14282			1.10431					
AIPGENE14283	-0.00338		-0.06264				-0.51363	
AIPGENE14284	-0.43165	-0.26685	0.0058	-0.07148	0.229	-0.02771	0.15361	0.06582
AIPGENE14285	-0.00978		-0.30042		0.28249		0.08704	
AIPGENE14286	-0.2777		-0.15191		0.11363		-0.00886	
AIPGENE14287	0.17796		0.129		0.56259		0.61211	
AIPGENE14289	0.21661		-0.03839		0.17163		0.10403	
AIPGENE14290	-0.09006		-0.47062		-0.31598		0.01737	
AIPGENE14291	-0.42504		-0.14305		-0.01723		-0.39564	
AIPGENE14292	-0.59485		-0.19601		-0.66678		-0.63279	
AIPGENE14293							0.23414	
AIPGENE14295	-0.19349	-0.10751	0.05127	0.00661	0.06422	0.06028	0.06375	0.00685
AIPGENE14296	0.0336						0.34613	
AIPGENE14297	0.98399		-0.41509		0.76367		-0.96395	
AIPGENE14298			0.06737		0.7872		0.14096	
AIPGENE14299	-0.61675	-0.05124	-0.38025	-0.02568	-0.30989	-0.03986	-0.0901	0.09018
AIPGENE14301	-0.0626	0.04228	0.21218	-0.18428	-0.01593		-0.17445	-0.00593
AIPGENE14302	0.25833		0.03471		0.32097		0.10371	
AIPGENE14303							-0.4424	
AIPGENE14304			0.039				-0.67971	
AIPGENE14305	-0.2775	-0.01966	0.01083	0.06736	0.00382	-0.02587	-0.01204	0.15375
AIPGENE14306			-0.52117		-0.33724			
AIPGENE14307	-0.20484		0.3515		0.42207		-0.16906	
AIPGENE14309	-0.46208		0.09261		-0.12155		-0.30743	
AIPGENE14311	0.54701		0.18238		0.32238		0.21242	
AIPGENE14313	0.23335		0.21722		0.48589		0.4239	
AIPGENE14314	-0.1278		-0.1887		-0.12869		-0.44595	
AIPGENE14315	0.54301		0.12562		0.732		0.29536	
AIPGENE14316	0.29514		0.14153		0.25213		0.27407	
AIPGENE14317	0.18454		0.07435		0.20469		-0.01264	
AIPGENE14318	0.20633		0.38797		-0.25298		-0.26773	
AIPGENE14319	0.25385		-0.03459		0.07115		0.20854	
AIPGENE14320	0.63978		0.30707		0.10596		0.09962	
AIPGENE14321			-0.52793		-0.03909			
AIPGENE14322	-0.00621		-0.0541		-0.28466		0.05407	
AIPGENE14323	-0.35452		0.36833		-0.34688		-0.23392	
AIPGENE14324	0.07298	-0.08722	-0.08934	-0.10823	-0.05105		-0.14808	-0.06841
AIPGENE14325	-0.23265		-0.03177		0.07591		-0.05633	
AIPGENE14326	-0.42809		-0.18376		-0.20348		0.06119	
AIPGENE14327	-0.28405		0.08057		0.30808		-0.16796	
AIPGENE14328	0.24589		0.1927		0.22813		0.08795	
AIPGENE14329	0.0001	-0.26946	0.2474	-0.00201	0.0818	-0.03148	0.19502	-0.44929
AIPGENE14331	0.20083	0.04622	-0.03551	-0.03614	-0.04855	-0.043	0.14058	0.01658
AIPGENE14332	-0.08403		-0.07248		-0.02094		0.09121	
AIPGENE14333	0.3064		0.26126		0.76994		0.2197	
AIPGENE14334	0.09128		0.24017		-0.02976		0.16699	
AIPGENE14335	0.44756		0.52117		-0.36278		0.24569	
AIPGENE14336	0.08335		0.23797		-0.04165		0.21304	
AIPGENE14337	0.21718		0.00572		-0.00863		0.5105	
AIPGENE14338	0.05303		0.30207		-0.04442		-0.04048	
AIPGENE14339	-0.02953		0.22805		0.10925		-0.12907	
AIPGENE14340	0.1354		0.11385		0.16899		0.04501	
AIPGENE14342	-0.04305		-0.20547		-0.12918		-0.0023	
AIPGENE14343	0.36111	-0.13826	0.28913	-0.04464	0.11796	0.03234	0.24023	0.07148
AIPGENE14344	0.04243		0.20785		0.29212		-0.03007	
AIPGENE14349	-0.09272	0.06515	0.00464	0.46483	0.13865		-0.1194	0.13176
AIPGENE14350	-0.32255		0.05142		0.05266		-0.23247	
AIPGENE14351	0.38166		-0.16057		0.18394		0.07146	
AIPGENE14352	0.58472		0.02614		0.60586		-0.00608	
AIPGENE14353	-0.30546		-0.08		0.15059		-0.18893	
AIPGENE14354	-0.11418		-0.01679		-0.04893		-0.10609	
AIPGENE14355	0.19612	-0.00027	0.02855		0.08984		0.08398	-0.05937
AIPGENE14356	0.00845		0.06225		0.03175		-0.07188	
AIPGENE14357	-0.14612		-0.03832		-0.13515		0.21248	
AIPGENE14358	-0.88167		0.03286		0.22489		-0.35256	
AIPGENE14359	0.29747		0.07877		-0.01023		0.27789	
AIPGENE14360	0.13493		-0.03319		0.38191	0.01284	-0.15845	0.04595
AIPGENE14361	0.14584		0.20065		0.06233		0.08328	
AIPGENE14362	0.02272		0.30719		0.33238		0.42274	
AIPGENE14363	-0.32897		-0.13123		-0.09477		0.01999	
AIPGENE14364	0.00664		0.01164		0.0469		-0.00142	
AIPGENE14365	0.44043		-0.14102		-0.21198		-0.15672	
AIPGENE14366	0.17222	-0.01096	0.21563	-0.0031	-0.08995	-0.02721	0.08422	-0.0509
AIPGENE14367	-0.52661	-0.18738	0.14208	0.04883	-0.44123	-0.01283	0.00692	0.05034
AIPGENE14368	0.23581		0.24584		0.08248		0.23419	
AIPGENE14369	2.82502	-0.00492		-2.6021			1.44141	-0.05563
AIPGENE14370	0.0455		0.04541		-0.14661		-0.10549	
AIPGENE14371	0.03574	0.02873	-0.04191	0.07012	-0.27628	0.13892	0.05149	-0.02941
AIPGENE14372	-0.02313	0.15494	-0.14584	0.14254	-0.33964	0.2717	-0.29678	-0.11025
AIPGENE14373	-0.31048		0.17941		0.23599		-0.08018	
AIPGENE14374	0.01387		-0.05922		0.23755		-0.22618	
AIPGENE14375	-0.24351		-0.20939		-0.16999		-0.08907	
AIPGENE14376	0.37139		0.56417		0.486		0.45864	
AIPGENE14377	-0.09296		-0.01587		-0.06405		-0.17703	
AIPGENE14378	-1.03364		0.24742		-0.33875		-0.44966	
AIPGENE14379	0.19773		-0.42173		-0.75323		-0.36247	
AIPGENE14380	0.2241		0.02253		-0.18809		-0.1361	
AIPGENE14381	0.51723		0.11376		0.5806		0.61503	
AIPGENE14382	-0.05391		-0.02888		0.05574		-0.08902	
AIPGENE14383	0.34467		0.21656		0.45419		0.27044	
AIPGENE14384	0.00501		0.28563		0.78684		-0.0313	
AIPGENE14385	0.44067		0.52957		0.47755		0.54411	
AIPGENE14386	-0.26643		-0.85641		-1.0486		-0.2922	
AIPGENE14387	-0.33953		-0.15698		0.07972		0.20835	
AIPGENE14388	0.07236		-0.00764		-0.24199		-0.19582	
AIPGENE14389	0.98526		0.51551		-0.5004		0.66979	
AIPGENE14390	0.08206		0.17383		-0.08478		0.14877	
AIPGENE14391	0.13107		0.21118		0.28775		0.35606	
AIPGENE14394	0.50227		-0.0797		-0.34282		0.41606	
AIPGENE14395	0.01989		0.1192		0.06447		0.11527	
AIPGENE14396	-0.08399		0.12206		0.26311		0.26999	
AIPGENE14397	0.00937		0.09025		-0.02766		-0.06304	
AIPGENE14398	-0.53146		-0.59657		-0.43602		-0.06477	
AIPGENE14399	-0.00812		0.09148		0.32461		-0.15783	
AIPGENE14400	0.1686		0.0976		0.31753		0.47199	
AIPGENE14401	0.34519	0.04246	0.26193	0.06164	0.1677		0.24073	-0.06973
AIPGENE14402	0.17454		-0.04248		-0.08044		0.01605	
AIPGENE14403	-0.26528		-0.07755		-0.00721		0.17408	
AIPGENE14405	-0.17153	-0.11998	-0.19713	-0.05989	-0.17281	0.3262	-0.03743	0.0124
AIPGENE14406	0.47172		0.28782		0.67202		0.38676	
AIPGENE14407	-0.15624		0.0745		-0.1328		0.12889	
AIPGENE14408	0.28098		0.34705		-0.00448		0.33639	
AIPGENE14409	0.27339		0.18254		0.20677		0.09066	
AIPGENE14410	-0.00986		0.01591		-0.02553		0.06825	
AIPGENE14411	-0.09408		0.19484		0.01531		-0.18383	
AIPGENE14412	-0.09598		-0.03128		-0.02332		0.11077	
AIPGENE14413	0.51142		0.24607		0.30763		0.46661	
AIPGENE14414	0.50387		0.00016		0.01495		0.10048	
AIPGENE14415	0.27382		0.22501		0.10755		0.20608	
AIPGENE14416	-0.02559		-0.09569		-0.12204		0.14622	
AIPGENE14417	-0.20586		-0.30132		-0.42477		-0.19862	
AIPGENE14418	-0.34826		-0.10861		0.13004		-0.03563	
AIPGENE14419	0.10836	-0.06831	0.02412	0.00526	-0.07736	0.0161	0.06477	0.19331
AIPGENE14420	-0.54374		-0.06033		-0.53867		-0.00922	
AIPGENE14421	-0.13448	0.03197	-0.12569	-0.07084	0.00219		-0.05474	0.01975
AIPGENE14423	0.11142		0.34537		0.477		0.32047	
AIPGENE14424			0.98393					
AIPGENE14425	-0.0756		-0.18637		-0.34674		-0.33665	
AIPGENE14426	1.18321		1.01908		0.008		0.67277	
AIPGENE14427	-0.12849		-2.00232				-0.14345	
AIPGENE14428	0.26078		0.06709		-0.03525		0.13337	
AIPGENE14429					-0.1114		0.42468	
AIPGENE14430							-0.07485	
AIPGENE14431	0.02227		0.03051		0.60274		0.28117	
AIPGENE14432	-0.59816		-0.62529		-0.82103		-0.49274	
AIPGENE14433			-0.1935					
AIPGENE14434	0.43498		-0.42112		-0.02231		0.43423	
AIPGENE14435	-0.41977		-0.21831		-0.10418		-0.2715	
AIPGENE14436	0.05986		0.2689		0.2713		0.02481	
AIPGENE14437			-0.08303		0.66142		0.58266	
AIPGENE14438	-0.5152		-0.16716		-0.79227		0.04768	
AIPGENE14439	-0.39179		-0.18016		-0.23153		-0.35592	
AIPGENE14440	0.0839		0.05512		0.07891		0.07986	
AIPGENE14441	-0.02533		-0.09078		-0.05682		-0.1376	
AIPGENE14442	-0.16122		0.02968		-0.15803		-0.21957	
AIPGENE14443	-0.13937		-0.11884		-0.18713		-0.05132	
AIPGENE14444	-0.20649		-0.10275		-0.13733		-0.04411	
AIPGENE14445	-1.21843		-1.4092		1.80162		-1.2357	
AIPGENE14446	0.15324		0.07047		0.70969		0.15022	
AIPGENE14447	-0.07475		-0.23907		-0.41194		0.1571	
AIPGENE14448	0.62823		-0.47153		-0.11595		-0.32232	
AIPGENE14449	-0.2514		-0.06747		-0.18249		-0.01063	
AIPGENE14450	-0.32165		-0.1613		-0.04164		-0.21709	
AIPGENE14452	-0.26898		-0.23632		-0.30789		-0.29494	
AIPGENE14453	0.34798		0.22221		0.11776		0.17519	
AIPGENE14454	1.20897		0.99991		0.97279		1.20666	
AIPGENE14455	0.36586		-0.06901		-0.02987		0.15047	
AIPGENE14456	-0.0322		0.09096		-0.007		0.26798	
AIPGENE14457	0.28195		-0.07		-0.42582		0.26606	
AIPGENE14458	-0.17064		0.01071		-0.12776		-0.10132	
AIPGENE14459	-0.06762		-0.28362		-0.58323		-0.00321	
AIPGENE14460	0.03975		0.03374		-0.22766		-0.31311	
AIPGENE14461	-0.09747		-0.12592		0.38117		-0.21273	
AIPGENE14462	-0.066		0.12108		0.03324		-0.2947	
AIPGENE14463	0.26427		0.46124		0.42988		0.34917	
AIPGENE14464	0.10882		0.3108		0.1486		0.06088	
AIPGENE14465	-0.25162		-0.08591		0.23347		0.0482	
AIPGENE14466	0.0116		0.0265		0.06401		-0.09645	
AIPGENE14467	0.26567		-0.02036		-0.17917		-0.23282	
AIPGENE14468	0.10862		0.23523		0.05074		-0.02699	
AIPGENE14469	0.21026		0.02332		0.36352		0.23115	
AIPGENE14470	0.23676		-0.23416		-0.09775		-0.06078	
AIPGENE14471	0.26553	-0.01784	0.03796	0.03265	0.08242	-0.05294	0.29066	-0.07684
AIPGENE14472	0.17685		0.34708		-0.33784		-0.47996	
AIPGENE14473	-0.04317		0.20004		0.12142		0.16666	
AIPGENE14474	-0.09542		0.18924		0.20209		0.05909	
AIPGENE14475	0.19545		0.33825		0.16685		0.24138	
AIPGENE14476	-0.28059		-0.16326		-0.21787		-0.05519	
AIPGENE14478	0.23269	0.02447	-0.10162	-0.13026	0.06008		0.21577	0.03238
AIPGENE14479	1.32582		0.29624		1.891		-2.40517	
AIPGENE14480	0.32498	0.01811	0.4048	0.00378	0.2166	0.14593	0.2088	-0.08008
AIPGENE14481	-0.15304		-0.08172		-0.22969		-0.18398	
AIPGENE14482	-0.05362		-0.3214		-0.35455		-0.34294	
AIPGENE14484	0.21178		0.18338		-0.00881		0.04577	
AIPGENE14486	-0.44493		0.69937		-0.08322		0.23237	
AIPGENE14487			-0.28744		0.01072			
AIPGENE14489	0.08472		0.18126		0.18491		-0.05549	
AIPGENE14490	1.03334	0.26168	0.72899	-0.15765	0.76102		0.83258	0.31456
AIPGENE14491	-0.16325		-0.10631		-0.61117		-0.59264	
AIPGENE14492	-0.30238		-0.45267		-0.00559		-0.28207	
AIPGENE14493	-1.10423		-0.69909		-0.82707		-0.82582	
AIPGENE14494	0.02558		-0.09871		-0.15589		-0.30814	
AIPGENE14495	-0.77719		-0.51921				-0.4329	
AIPGENE14496					-0.30683			
AIPGENE14497	0.00442		-0.10839		-0.25849		0.17566	
AIPGENE14498	0.09624		-0.35951		0.1348		0.1337	
AIPGENE14499	0.38246		0.38103		0.2467		0.38405	
AIPGENE14500	-0.00544		-0.14784		-0.13197		0.13465	
AIPGENE14501	-0.29589		-0.41818		-0.24428		-0.62145	
AIPGENE14502	-0.04716	0.2602	0.30666	-0.12127	0.20062		0.37889	-0.00364
AIPGENE14503	-0.21331		0.469		0.68356		0.43295	
AIPGENE14504					-0.93525			
AIPGENE14505			-0.82424		-0.30276			
AIPGENE14506	0.46316	-0.0632	0.06974	-0.05211	-0.06251	0.15903	0.30418	0.05114
AIPGENE14507	0.14828	0.03472	0.14899	0.12305	0.38832		0.06	0.22945
AIPGENE14508	-0.47753		-0.04985		0.35651		-0.6756	
AIPGENE14510	0.23674		0.20612		0.43417		0.11759	
AIPGENE14511	-0.10037		-0.22455		-0.07175		-0.46022	
AIPGENE14512	-0.39959		-0.49473		-0.17795		-0.84773	
AIPGENE14513	-0.09084		0.16936		0.5298		0.06573	
AIPGENE14514	-0.10193				1.14875		-0.05218	
AIPGENE14516	-0.01673		0.00357		0.02403		-0.1834	
AIPGENE14517	0.42053		0.31853		0.37233		0.4189	
AIPGENE14518	-0.34582		0.02209		-0.19634		-0.15437	
AIPGENE14519	-0.15654		-0.06196		-0.42386		-0.17781	
AIPGENE14520	0.54401		-0.54203		0.21316		0.32728	
AIPGENE14521	-0.09416		-0.43451		-0.47973		-0.36203	
AIPGENE14522	0.31476	0.08352	0.35998	-0.03957	0.33643	0.11789	0.34939	0.08575
AIPGENE14523	-0.14977		-0.23075		0.01383		-0.1687	
AIPGENE14524	-0.568		-0.70572		-0.25576		-1.47607	
AIPGENE14525	-0.14572		-0.02942		0.00196		0.18823	
AIPGENE14526	0.16824		0.2833		0.30527		-0.62769	
AIPGENE14527	-0.7437		0.10174		0.29212		-0.28	
AIPGENE14528	-0.06323		-0.14297		-0.14435		-0.06201	
AIPGENE14529	-0.17322		-0.41432		-0.3282		-0.36324	
AIPGENE14531	-0.42253		0.10058		0.24609		-0.36881	
AIPGENE14532	0.31716		0.17428		0.12254		0.15632	
AIPGENE14533	-0.4777		0.78948		0.33901		0.09506	
AIPGENE14535	-0.36784		-0.10238		0.18845		-0.20042	
AIPGENE14536	-0.24108	0.14358	-0.38015	0.03259	-0.41352	0.03318	-0.33798	0.07322
AIPGENE14537	-0.42125		-0.01695		0.13107		-0.14032	
AIPGENE14538	-0.385		-0.07684		0.21629		-0.33741	
AIPGENE14539	0.14988		-0.00461		0.12727		0.08522	
AIPGENE14540	0.02142		-0.17222		-0.03324		-0.20638	
AIPGENE14541	-0.33745		-0.28762		-0.41327		-0.00878	
AIPGENE14543	0.31581		0.30217		0.05565		0.29341	
AIPGENE14544	0.0455		-0.06687		0.18678		0.00346	
AIPGENE14545	-0.31161		0.39959		0.05554		0.21001	
AIPGENE14547	-0.29452		-0.14821		0.02522		-0.53363	
AIPGENE14548			0.40642		-0.02107		0.26343	
AIPGENE14549	-0.36227		0.31911		0.09144		-0.52319	
AIPGENE14550	0.08587		0.35692		0.08666		-0.07016	
AIPGENE14551	-0.37711		-0.38728		0.1338		-0.56258	
AIPGENE14552			-0.11117					
AIPGENE14553	0.17112		-0.16484		0.05444		0.03611	
AIPGENE14554	0.31421		-0.03514		0.12192		0.1079	
AIPGENE14555	-0.16396		0.13172		-0.2086		-0.49923	
AIPGENE14556	-0.00796		-0.26338		-0.1537		-0.39846	
AIPGENE14557	0.26953		0.30256		0.24787		0.31132	
AIPGENE14558	0.95639		0.09506		0.56389		0.14591	
AIPGENE14559	0.19793		0.27288		-0.34684		0.31066	
AIPGENE14560	-0.13411		-0.00118		-0.07087		-0.09382	
AIPGENE14561	0.28191	0.04034	0.05095	0.00378	0.06441	0.06289	0.12605	0.03498
AIPGENE14562	0.00083		0.14424		0.18538		0.03162	
AIPGENE14564	0.81145		0.12439		0.24171		0.31109	
AIPGENE14565	-0.12716		-0.50977		-0.56147		0.01507	
AIPGENE14566	0.00049		0.24823		0.0891		0.23988	
AIPGENE14567	-0.30887	-0.09476	0.28052	0.11263	0.0998		0.21929	-0.1168
AIPGENE14568	-0.12626		-0.04502		0.12986		-0.15141	
AIPGENE14572	0.16111		-0.31376		-0.35525		-0.45319	
AIPGENE14573	0.66174		0.33503		0.46031		0.75363	
AIPGENE14574	0.0102		-0.09803		-0.02805		-0.23779	
AIPGENE14575	-0.01818	0.05791	0.08167	-0.01527	-0.07856	-0.02229	0.00943	0.06594
AIPGENE14576	-0.01134		-0.19066		0.07741		-0.0408	
AIPGENE14577	-2.51981		0.42746				-0.59544	
AIPGENE14578	0.55983		0.1112		0.22678		0.01872	
AIPGENE14579	-0.50994	0.04727	0.77616	-0.05294	0.22756		0.15435	0.08224
AIPGENE14580	0.1783		0.12981		0.56911		0.20419	
AIPGENE14581	0.10381		0.07159		-0.10067		0.27651	
AIPGENE14582	-0.67416		-0.25303		-0.55467		-0.50981	
AIPGENE14583	0.45751		-0.04107		0.22283		0.36871	
AIPGENE14584	-0.12387	0.15738	-0.01526		0.12911		-0.07297	0.0403
AIPGENE14585	-0.10073		0.01992		-0.47528		0.08845	
AIPGENE14586	-0.22908		-0.17168		-0.28495		-0.13775	
AIPGENE14587	-0.21125		0.63192		0.08437		-0.7485	
AIPGENE14588	-0.27245	-0.23811	-0.21598	-0.44893	-0.37254	-0.03514	0.04736	0.23499
AIPGENE14589	-0.27873		0.15001		-0.25758		0.02222	
AIPGENE14590	-0.30677	-0.34618	0.15558	0.21169	0.11632		0.34219	
AIPGENE14591			0.05259					
AIPGENE14592	0.3674		0.37292		0.8217		-0.03488	
AIPGENE14593	-0.00043		0.09731		-0.01987		0.28776	
AIPGENE14594	-1.52618		-2.20598		-0.13332		-0.49152	
AIPGENE14597	0.6404		0.04765		0.63999		0.54093	
AIPGENE14598	-0.0448		0.07963		-0.46398		-0.70538	
AIPGENE14599	0.30036		0.13641		0.70098		0.35034	
AIPGENE14601	0.28423		0.11121		0.07208		0.00735	
AIPGENE14602	0.23504		0.02155		0.40604		0.05022	
AIPGENE14603	-0.05538		0.28848		-0.0513		-0.10636	
AIPGENE14604	-0.31404		-0.1544		-0.44201		-0.30669	
AIPGENE14605	0.22692		0.02394		0.12855		0.60104	
AIPGENE14606	-0.14397		-0.1718		-0.23709		-0.08059	
AIPGENE14607	0.28103		-0.02051		0.40663		0.28442	
AIPGENE14608	0.57193		-0.23189		0.65726		0.68501	
AIPGENE14609	0.00659		-0.45661		-0.21594		-0.37623	
AIPGENE14610	0.51791		0.35323		0.58473		0.76358	
AIPGENE14611	-0.00436		-0.20271		-0.25067		-0.08842	
AIPGENE14612	0.19497		0.11248		0.27942		-0.02627	
AIPGENE14613	-0.06107		-0.00094		-0.08306		0.14965	
AIPGENE14614	0.27471		0.19905		0.26362		0.29192	
AIPGENE14616	-0.30977	0.08318	-0.23144	0.00431	-0.2152	-0.03976	-0.17958	0.09788
AIPGENE14617	0.41972	-0.04157	0.38514	-0.08555	0.54011		0.54863	-0.09019
AIPGENE14618	0.21351	0.01681	0.02912	0.01025	0.00401	0.0305	0.39324	-0.01112
AIPGENE14619	-0.0074		0.14165		-0.38728		-0.01366	
AIPGENE14620	-0.18442		-0.29719		-0.03454		-0.39813	
AIPGENE14621	-0.03539		0.53791		-0.20958		0.12352	
AIPGENE14622	-0.76266		-0.7896		-0.74559		-0.30934	
AIPGENE14623	-0.0663		-0.29497		0.01186		0.34252	
AIPGENE14624	2.24669		1.05006		-0.66411		1.91293	
AIPGENE14625	0.36591		0.72235		0.82584		0.30697	
AIPGENE14626	-0.07279		0.27105		0.52592		-0.14565	
AIPGENE14627	-0.03482		-0.37868		0.04407		0.10286	
AIPGENE14628	-0.14214		-0.01752		0.26126		0.19893	
AIPGENE14629	0.35004		-0.16824		-0.16267		0.28709	
AIPGENE14630	0.06175		0.00264		-0.09976		-0.02901	
AIPGENE14631	0.46432		-0.01413		0.17249		0.0153	
AIPGENE14632	0.08284		0.10945		0.01971		0.10598	
AIPGENE14633	-0.51514		0.31536		-0.27583		-0.31569	
AIPGENE14634	-0.00823	0.00848	-0.13027	-0.08585	-0.06497		0.09201	0.06514
AIPGENE14635	0.49166		-0.16642		0.18029		-0.14015	
AIPGENE14636	-0.01914		-0.19148		0.18154		-0.01285	
AIPGENE14637	0.46944		0.09917		0.25926		0.24725	
AIPGENE14638	0.02772		-0.12413		-0.08981		-0.30871	
AIPGENE14639	0.27351		-0.00145		0.01174		-0.15908	
AIPGENE14640	-0.14891		-0.12027		-0.0181		-0.26916	
AIPGENE14641	0.32331	-0.05791	0.27843	0.08573	0.37314		0.67979	0.06909
AIPGENE14642	-0.03391		-0.21018		0.21557		-0.13542	
AIPGENE14643	0.48765		0.44249		0.2373		0.10617	
AIPGENE14644	0.07186		0.08874		0.10838		0.20258	
