gene_id	CC7_tx	CC7_prot	H2_tx	H2_prot	RS_tx	RS_prot	SSB01_tx	SSB01_prot
AIPGENE483			0.00042				-0.17457	
AIPGENE484	0.15497		-0.1061		-0.62511		-0.12533	
AIPGENE486	0.17917		-1.45459				0.53363	
AIPGENE487	-0.11252		-0.23666		-0.09558		-0.18339	
AIPGENE488	0.66082		-0.22064		0.60299		0.57625	
AIPGENE489	-0.14141		0.06462		-0.15812		-0.41204	
AIPGENE490			0.82948					
AIPGENE491	0.79421		0.06021		0.09358		0.19808	
AIPGENE493	-0.4016		0.07665		-0.33057		-0.50877	
AIPGENE494	0.09606		0.07197		0.12297		0.14804	
AIPGENE495	0.35502		0.19976		0.32004		0.39161	
AIPGENE496	0.22552		0.03547		0.08453		0.29247	
AIPGENE497	0.28434		0.04932		-0.1343		-0.08797	
AIPGENE498	0.159		-0.73066		0.17663		0.10381	
AIPGENE499	-0.30297		-0.2921		-0.05652		-0.40762	
AIPGENE501	-0.33914	-0.04438	-0.19683	-0.02398	-0.01315	-0.03478	-0.25777	0.05299
AIPGENE502	0.60968		0.36991		0.15578		0.17606	
AIPGENE503	0.43733		0.47611		0.28646		0.1582	
AIPGENE504	-0.48917		-0.33829		-0.36408		-0.63494	
AIPGENE505	-0.28414		-0.0973		-0.1535		-0.1914	
AIPGENE506			-0.20462		-0.54537			
AIPGENE507	0.26432		-0.06781		0.15215		-0.14324	
AIPGENE508	-0.11897		0.02514		-0.20075		-0.0226	
AIPGENE509	-0.53579		0.11503		-0.04649		-0.09341	
AIPGENE510	-0.35276	0.29129	-0.12124	0.20156	-0.43546	0.27147	-0.11023	0.31748
AIPGENE511	0.07957		0.04852		0.31754		0.11829	
AIPGENE512	0.11608		-0.10711		-0.07837		-0.12948	
AIPGENE513	1.11068		0.87849		0.56394		1.40667	
AIPGENE514	-0.48962		-0.11263		-0.33566		-0.5414	
AIPGENE515	-0.35114		-0.41958		-0.31082		-0.47948	
AIPGENE516	0.38092		0.23792		0.14188		0.4285	
AIPGENE517	-0.04341		-0.32498		-0.19098		-0.09131	
AIPGENE518	0.42304		0.01128		0.21023		0.22524	
AIPGENE519	0.31111		0.07988		-0.30818		0.30865	
AIPGENE520	0.59942		-0.01087		0.09613		0.08012	
AIPGENE522	-0.03462		-0.03705		0.01456		-0.38992	
AIPGENE523	0.67745		-1.15459				-0.05807	
AIPGENE524	-0.30219		-0.70629		-0.05714		-0.22564	
AIPGENE525	-0.2349	-0.25585	0.06437	-0.00468	0.1087	0.14999	-0.14608	-0.03041
AIPGENE526	0.05188		-0.36475		-0.04824		-0.17365	
AIPGENE527	-0.00249		0.07435		-0.15121		-0.30663	
AIPGENE528	-0.09133		0.57681		0.12978		-0.24766	
AIPGENE529	-0.06749	-0.14117	-0.041	0.27394	-0.30005		0.04466	-0.01593
AIPGENE530	-0.48694		-0.04679		-0.22699		-0.20632	
AIPGENE531	-0.01101		0.08615		0.13709		-0.0514	
AIPGENE532	-0.28087		0.07496		-0.02573		-0.05142	
AIPGENE533	-0.08879		-0.29162		-0.12488		-0.12244	
AIPGENE534	0.36145		0.09974		0.11224		0.41764	
AIPGENE535	-0.15976		0.25885		0.07427		0.40422	
AIPGENE536	-0.10809		0.00879		0.20701		0.03188	
AIPGENE537	-0.05703		-0.14116		-0.10891		-0.23983	
AIPGENE539	-0.17564		-0.34984		-0.26915		-0.38089	
AIPGENE540	0.48564		0.35297		-0.21411		0.37415	
AIPGENE541	0.04574		-0.05464		-0.04785		-0.09493	
AIPGENE543	-0.44193		0.37293		0.17641		-0.05643	
AIPGENE544	0.12987		-0.07722		0.06092		0.04473	
AIPGENE546	-0.35603	0.02869	-0.35368		-0.28752		-0.39905	0.19149
AIPGENE547	-0.35402		-0.13245		-0.29069		-0.23465	
AIPGENE548	0.16148	0.07644	0.09043	-0.05978	0.02475	0.0903	0.22043	-0.08767
AIPGENE550	0.02174		0.05743		0.22215		0.10599	
AIPGENE553	-0.20717		-0.22331		-0.32998		-0.05494	
AIPGENE554	0.08604		0.2235		-0.00664		0.11342	
AIPGENE555	0.56602		-0.04611		0.1644		0.56332	
AIPGENE556	-0.8205		0.90863				0.4987	
AIPGENE557	-0.04547		-0.15835		-0.39758		-0.18654	
AIPGENE558	0.33929		0.36272				0.66588	
AIPGENE559	0.6846		0.24521		0.21961		0.72878	
AIPGENE560	-0.36909		0.00853		0.32171		-0.3307	
AIPGENE561	0.52722		0.15088		0.13746		0.36886	
AIPGENE562	-0.62666		-0.18446		-0.08475		-0.6221	
AIPGENE563	-0.23351		-0.34666		-0.3109		-0.19834	
AIPGENE564	-0.13105		-0.02091		-0.38522		-0.56817	
AIPGENE565	-0.07434		-0.09867		0.18948		-0.34997	
AIPGENE566							-0.22937	
AIPGENE567	0.2294		-0.02056		-0.61144		-0.06323	
AIPGENE568	1.6032		-0.41077				0.67969	
AIPGENE569	-0.14547		-0.01589		-0.18889		-0.22839	
AIPGENE570			-1.20108				-0.00549	
AIPGENE571	1.85746		0.41407		-0.0009		-0.1542	
AIPGENE572	-0.022		-0.07477				-0.07361	
AIPGENE576					0.19593			
AIPGENE577	0.72099						-0.3545	
AIPGENE578	0.56492		0.41254		0.23847		0.48317	
AIPGENE579					0.22892			
AIPGENE580	-0.81261		-0.64499		-0.80265		-0.24422	
AIPGENE581					0.05434			
AIPGENE582					0.89804		0.02216	
AIPGENE584	0.37591		0.42973		0.65226		1.14555	
AIPGENE587	-0.64618		-0.23107		-0.46739		-0.53873	
AIPGENE588					-0.58686		-0.16459	
AIPGENE591	0.19871	0.13142	0.10459	0.05463	0.21954		0.10487	0.04261
AIPGENE592	0.21824		-0.14442		0.2019		0.04622	
AIPGENE593	-0.06557		-0.14303		-0.1332		0.1722	
AIPGENE594	0.0593		-0.07054		-0.37284		-0.37822	
AIPGENE595	-0.22029	-0.12293	0.31017	-0.03661	0.29202	0.04901	-0.26994	-0.07937
AIPGENE596	-0.54165	0.05221	-0.93302	-0.07411	-1.30786	-0.33645	-0.15594	0.06827
AIPGENE598	0.23232		0.29106		0.12788		0.47292	
AIPGENE599	0.12097		0.1144		-0.29396		0.02824	
AIPGENE600	-0.07162	0.01583	0.07186	0.04165	-0.23711	0.09204	0.04292	0.0073
AIPGENE601	-0.17642	-0.06466	-0.11864	0.00904	-0.10422	0.0485	-0.02857	-0.07227
AIPGENE602	0.27049		0.19669		0.04205		0.1974	
AIPGENE603	-0.35383	0.00577	-0.11906	0.04897	-0.17619	-0.02972	-0.25264	-0.00584
AIPGENE604	0.11842	-0.07045	0.90769	0.04629	0.34793		-0.39379	
AIPGENE605	-0.17622		0.10262		0.15009		0.34253	
AIPGENE606	-0.02174		-0.18369		-0.0395		0.07736	
AIPGENE607	-0.56239	0.066	0.01932	0.13933	-0.33507	-0.21808	-0.72281	-0.00906
AIPGENE608	-0.09068	-0.00356	-0.13242	-0.06974	-0.05476		-0.09605	0.02056
AIPGENE609	0.09761		0.09697				0.07459	
AIPGENE610	-0.07518		-0.35678		0.56398		0.20168	
AIPGENE611	0.02302		0.00306		0.24072		0.07219	
AIPGENE615	0.03247		-0.22298		-0.02531		0.3387	
AIPGENE616	0.30061				0.73484		0.05999	
AIPGENE618	-0.0683		-0.00366		-0.06998		-0.01818	
AIPGENE619	-0.2898		-0.19826		-0.08839		-0.30047	
AIPGENE622	-0.65661		-0.12442		-0.34467		-0.90297	
AIPGENE623	0.0481	-0.00504	-0.16463	-0.02923	-0.11678	0.03001	-0.05189	-0.01704
AIPGENE624	-0.33823		-0.33017		-0.6806		-0.29178	
AIPGENE625	0.19485		-0.1663		0.13434		-0.0249	
AIPGENE626	-0.14792		-0.05152		0.08936		0.08917	
AIPGENE627	-0.28429		0.09714		-0.29488		-0.2913	
AIPGENE629		0.0732	0.10311	0.01304		-0.04311		0.08071
AIPGENE630	1.0079		1.19623		0.68984		-0.05474	
AIPGENE631	-0.16746		-0.16869		-0.35042		0.05437	
AIPGENE632	-0.05133		-0.036		-0.13123		-0.10097	
AIPGENE633	-0.00588	-0.22739	0.04244	-0.14517	-0.06269		-0.134	-0.03091
AIPGENE634	-0.43293		-0.44807		-0.71142		0.16927	
AIPGENE635	0.20925		0.26623		0.34891		0.08413	
AIPGENE636	0.00583		0.35723		0.09927		0.14998	
AIPGENE637	-0.29063	0.02193	-0.30528	-0.02	-0.4648	-0.04006	-0.32398	-0.05256
AIPGENE638	0.24625	-0.05352	0.10031	-0.10306	-0.01537	0.10696	0.06893	0.15283
AIPGENE639	0.27915		0.26059		0.14943		0.08339	
AIPGENE640	-0.19268		-0.05158		-0.20119		-0.20916	
AIPGENE641	0.19423		0.09773		0.13446		0.05933	
AIPGENE642	-0.05869		0.05383		-0.06747		-0.10695	
AIPGENE643	0.35814		0.18103		0.12423		0.23282	
AIPGENE644	0.34719		0.10459		-0.03242		0.36644	
AIPGENE645	-0.6398		-0.12947		-0.43999		0.07092	
AIPGENE646	-0.26386	-0.11662	0.0899	0.03668	-0.06782		-0.10824	-0.01401
AIPGENE647	0.34992		0.16129		0.35167		0.16631	
AIPGENE648	-0.62925	-0.11827	-0.52627	0.15084	-0.76117	0.08117	-0.75525	-0.15701
AIPGENE649	-0.62334		-0.40723		-0.5377		-0.45501	
AIPGENE651	0.93537	-0.0417	0.93476	0.07499	0.98856	0.13584	1.26182	0.16612
AIPGENE652	0.15974		0.23442		0.17557		0.0547	
AIPGENE653	-0.52945		0.50449		0.23876		0.25474	
AIPGENE654	0.02211		0.3017		0.01913		-0.07165	
AIPGENE655	0.03434	0.06222	-0.19378	-0.0942	-0.02184	0.01056	-0.13192	0.06997
AIPGENE656	0.59911		0.26916		0.13075		0.34323	
AIPGENE657	0.20869		0.14845		-0.30453		0.39792	
AIPGENE658	-0.18943		-0.02451		-0.00672		-0.18242	
AIPGENE659	-0.02976		-0.06993		-0.09366		-0.31749	
AIPGENE660	0.34778	0.01725	0.11782	-0.08547	0.10711	-0.00069	0.2601	-0.06813
AIPGENE661	-0.05696		-0.09762		-0.2188		0.09146	
AIPGENE662	0.03347		0.0407		0.22018		0.05351	
AIPGENE663	-0.01125		-0.09378		0.13369		0.13333	
AIPGENE664	0.53177		-0.65896		0.04056		-0.23298	
AIPGENE665	0.25308		0.25716		0.14698		0.42178	
AIPGENE666	-0.03226		0.01644		-0.06771		-0.03195	
AIPGENE668	-0.26705		-0.08691		-0.13481		-0.22162	
AIPGENE669	1.0071		0.63713		1.09456		0.6717	
AIPGENE671	0.16095	-0.05827	0.03009	-0.11467	-0.00777		0.3933	0.03828
AIPGENE672	0.2489		0.10127		0.24022		0.31184	
AIPGENE673			-0.9212		0.62756		-1.10842	
AIPGENE674	-0.15433		-0.0769		-0.16138		-0.05431	
AIPGENE675	0.08222		0.20771		-0.03228		-0.12855	
AIPGENE676	-0.00832		-0.14237		-0.29474		-0.10597	
AIPGENE677							0.15042	
AIPGENE682	-0.19932		0.16781		-0.29308		-0.15212	
AIPGENE683	0.06171	-0.0304	-0.12637	0.08138	0.02108	-0.14693	0.04715	0.06412
AIPGENE684	0.45622		0.05831		-0.17805		0.30975	
AIPGENE685	0.23507	-0.15966	-0.05099	0.09889	-0.1753		0.27848	-0.02946
AIPGENE686	0.33615		0.13636		0.11389		-0.10318	
AIPGENE688	-0.14194		-0.04415		-0.21661		0.01758	
AIPGENE689	0.29883		0.27193		0.30617		0.06312	
AIPGENE690	0.13764		0.1921		0.04734		0.11921	
AIPGENE691	0.21313		-0.05581		-0.17894		0.24929	
AIPGENE692	-0.33863		-0.03801		-0.23759		-0.32614	
AIPGENE693	0.20118		0.13864		0.05907		0.09715	
AIPGENE694	0.28336		-0.11089		0.1098		-0.79294	
AIPGENE695	0.11935	-0.12929	-0.01107	-0.05719	0.02258		0.14752	0.04264
AIPGENE696	0.40857		0.13096		0.25291		0.31943	
AIPGENE698	0.01235	-0.07427	-0.00813	0.03332	-0.15269		-0.05232	-0.0309
AIPGENE699	-0.64909		-0.38822		-0.21659		0.02042	
AIPGENE700	0.01798	0.00877	-0.06837	-0.02973	-0.05903	0.02987	0.20273	0.01215
AIPGENE701	-0.1622	-0.02197	-0.03511	-0.00661	-0.04098	-0.05496	-0.06904	0.00859
AIPGENE705	0.52007		0.25583		0.23789		0.41844	
AIPGENE706	-0.20722		1.6106		1.96931		0.39722	
AIPGENE707	0.04863		-0.06157		-0.10913	0.00179	-0.01243	-1.05758
AIPGENE708	0.39968		1.40963		0.1168		0.00853	
AIPGENE709	0.26512		0.11201		0.14928		0.06114	
AIPGENE710	0.56473		-0.4629		-0.12008		0.45113	
AIPGENE711	0.11616		0.05563		-0.17174		0.02101	
AIPGENE712	0.24163		0.13715		0.17924		0.42937	
AIPGENE713	0.0335	0.20323	-0.12818	-0.29165	0.12894		0.0362	-0.10446
AIPGENE714	0.25986		0.25417		-0.49215		-0.38961	
AIPGENE715	0.49577		0.22274		0.22674		0.54973	
AIPGENE716	-0.0811		-0.13963		-0.38778		-0.25327	
AIPGENE717	-1.73541		-0.19703		-1.97179		-0.505	
AIPGENE718	0.52819		0.22795		-0.35981		0.40305	
AIPGENE721	-0.3378	0.09488	-0.14624	0.06166	-0.27668	0.0513	-0.11913	0.00053
AIPGENE722	-0.13277		-0.18294		-0.06893		-0.27773	
AIPGENE723	0.20406		0.0042		-0.25585		0.30144	
AIPGENE724	0.51158		0.42304		0.27718		0.29067	
AIPGENE725	0.1415		0.09699		-0.06939		0.00309	
AIPGENE726	0.19543		0.31341		0.21566		0.19587	
AIPGENE727	-0.46726		0.13642		-0.17318		-0.09073	
AIPGENE728	0.36868		0.31978		0.46513		0.45791	
AIPGENE729	-0.13635		-0.21951		-0.23391		-0.07299	
AIPGENE730	0.2594		0.10721		2.17357		0.18161	
AIPGENE731	0.11664		-0.11453		-0.0421		-0.02203	
AIPGENE733	0.15957		-0.07224		0.00552		-0.12463	
AIPGENE734	1.29221				-0.35858		0.06896	
AIPGENE735	1.13118		0.11258		0.47538		-1.02619	
AIPGENE736	0.54199		-0.54898		-0.36816		-0.65545	
AIPGENE737	0.10681		-0.00948		0.17113		-0.02967	
AIPGENE739	-0.17007		-0.20469		-0.22447		-0.31265	
AIPGENE742	0.33686		-0.17385		0.09485		-0.10305	
AIPGENE743	-0.20252		-0.50537		-0.02079		-0.34052	
AIPGENE744			0.09739		-0.13952		-0.48831	
AIPGENE745	0.15157		0.61799		-0.00833		0.16218	
AIPGENE746	-0.33593						-0.98621	
AIPGENE748	-0.11255						0.02169	
AIPGENE749	0.33716		-0.03303		-0.08272		-0.08328	
AIPGENE750	0.28669		0.13601		0.17711		-0.70672	
AIPGENE751							0.10935	
AIPGENE752	0.24677		-0.14675		0.17314		0.22293	
AIPGENE753	0.02395		-0.07161				-0.48151	
AIPGENE754	0.05531		0.58556		0.08131		0.13643	
AIPGENE755	0.33917		-0.10326		0.60958		-0.10277	
AIPGENE756	-0.10468		-0.12297		-0.2938		-0.16253	
AIPGENE757	-0.40386		0.01258		-0.2164		-0.2952	
AIPGENE758	0.17506		-0.281		-0.33504		0.0264	
AIPGENE759	-0.19049		0.06324		0.17754		-0.43579	
AIPGENE760	0.06391		-0.05927		0.06626		0.13728	
AIPGENE761	0.31016		0.06737		0.03449		0.37148	
AIPGENE762	-0.23226	0.12464	-0.27124	0.16552	-0.54455	-0.09714	-0.58025	-0.03339
AIPGENE764	-0.35642		0.21319		-0.65017		-0.92641	
AIPGENE765			0.10601					
AIPGENE766	-0.13451		-0.02455		0.02352		-0.1029	
AIPGENE768	0.24187		0.16954		0.38256		-0.62391	
AIPGENE769	-0.33684		0.43398		0.0845		0.1134	
AIPGENE770	1.35997		0.8863		-0.47825		1.2236	
AIPGENE771	0.57304		0.30692		0.47011		0.3262	
AIPGENE772	0.48094		0.07203		0.05781		0.28219	
AIPGENE773	0.26875		0.13502		0.04745		0.31817	
AIPGENE774	-0.15096	0.00449	0.06927	-0.00093	-0.26296	-0.0611	-0.04521	-0.18645
AIPGENE775	-0.33581		0.27499		-0.33639		-0.69123	
AIPGENE776	1.34143		0.2632		-0.28953		-0.03036	
AIPGENE777	-0.03698		0.19746		-0.22531		-0.12965	
AIPGENE778			0.69097					
AIPGENE779			0.25439		-0.79111			
AIPGENE780			0.1256		0.80721			
AIPGENE781	0.95754						-0.66194	
AIPGENE782	-0.09889		-0.65288				-0.44294	
AIPGENE784	0.2143		0.14384		1.0854		-0.03359	
AIPGENE785	0.12146		-0.44021		0.15605		-0.55094	
AIPGENE786	-0.64526		0.14782		-0.1025	-0.1017	-0.15516	-0.10422
AIPGENE787	0.33881		-0.08441		0.35659		0.31014	
AIPGENE788	-1.16376		0.06409		-0.09679		-0.21268	
AIPGENE789	-0.56532	0.01437	-0.16508	-0.00017	-0.32574		0.22685	-0.22521
AIPGENE790	0.25726		0.15069		-0.16766		0.31118	
AIPGENE791	-0.12503	-0.02941	0.34073	-0.06411			0.46812	-0.02161
AIPGENE792	0.90838		-0.58215		0.97528		-1.52239	
AIPGENE793	-0.09149		0.45235		0.23262		0.3192	
AIPGENE794	0.0043		0.02037		0.28767		0.22344	
AIPGENE795	-0.79767		-0.18806		-0.85131		0.10339	
AIPGENE796	-0.18119		-0.41041		-0.53568		-0.06607	
AIPGENE797	-0.05958		-0.28135		-0.33448		-0.11936	
AIPGENE798	-0.39447		-0.85259		0.19894		-0.09459	
AIPGENE799	0.2869		-0.14077		1.05223		0.71931	
AIPGENE800	0.30776		-0.10116		-0.38283		0.13247	
AIPGENE801	-0.25625		0.0438		-0.01444		-0.02812	
AIPGENE802	0.01623		0.12208		-0.02203		0.0363	
AIPGENE803	0.25577		0.11114		0.22283		0.38577	
AIPGENE804	0.09536	0.00467	-0.00577	-0.01422	-0.11365	0.05253	0.08297	0.06454
AIPGENE805	0.19617		0.19413		0.32077		0.40271	
AIPGENE806	0.09181		-0.13001		1.64029		-0.43478	
AIPGENE808	0.12351		-0.03597		-0.20276		-0.1444	
AIPGENE809	-0.74112		-0.37425		-0.01023		-0.17759	
AIPGENE810	0.20567		0.35619		0.19582		0.13365	
AIPGENE811	-0.42111		-0.10751				-0.3448	
AIPGENE812	0.82406				0.11604		0.21405	
AIPGENE813					-0.12913			
AIPGENE814	0.00639		0.1653		0.00849		0.12236	
AIPGENE815	-1.48713		-1.44676		-2.48268		-0.9048	
AIPGENE816	-0.23387		-0.20915		-0.62161		-0.17249	
AIPGENE817	0.17671		-0.29464		0.01142		0.08623	
AIPGENE819	0.23099		0.31101		0.17187		0.21032	
AIPGENE820	0.05762	-0.15415	-0.07228	0.06649	-0.22033	0.13682	-0.14315	0.09555
AIPGENE822	-0.21289		-0.02223		-0.21353		-0.13996	
AIPGENE823	-0.18903	-0.06991	-0.12605	-0.07952	0.34471		0.01409	
AIPGENE824	0.12762		-0.44704		-0.19496		0.28831	
AIPGENE825	0.63428		-0.05963		-0.06922		0.16069	
AIPGENE828	-0.50552		-0.28038		-0.32234		0.13837	
AIPGENE829	0.08153		-0.0602		0.5148		-0.01359	
AIPGENE830	0.08976		0.14238		-0.17772		-0.09427	
AIPGENE831	0.05942		0.35175				0.37436	
AIPGENE832	-0.19942		0.01042		0.06742		-0.40571	
AIPGENE833	-0.2427		0.48725		-0.11466		-0.47847	
AIPGENE834	-0.11251	-0.10031	-0.03496	0.10531	0.06972		-0.13019	-0.11774
AIPGENE835	-0.04838		-0.21062		-0.03888		-0.18949	
AIPGENE836	-0.0537		-0.13221		-0.05656		-0.07854	
AIPGENE837			-0.21941		-1.43762			
AIPGENE838	0.73464		-0.95143		-0.18921		0.51338	
AIPGENE839	-0.25229		-0.2205		-0.05111		-0.34762	
AIPGENE840	0.10539	-0.06785	0.0698	-0.07071	0.06031	0.00217	0.09349	-0.10876
AIPGENE841	-0.23902		-0.05985		0.31698		-0.67266	
AIPGENE843	-0.39692	0.03916	-0.3507	0.21461	-0.56648	-0.06502	-0.10641	0.09992
AIPGENE844	0.01066		-0.21601		0.21846		-0.20139	
AIPGENE845	-0.40864		-0.28446		0.04031		-0.45991	
AIPGENE847	-0.29746		-0.29167		0.01518		-0.13524	
AIPGENE848	-0.07427		-0.24259		0.27272		-0.31687	
AIPGENE849	-0.2806		-0.08639		0.05594		0.16064	
AIPGENE851	-0.13922		-0.01268		0.28921		0.05983	
AIPGENE852	-0.60938	-0.28142	-0.4543	0.15457	-0.6426	-0.38385	-0.08686	0.00963
AIPGENE853	-0.01563		-0.05268		0.46885		-0.38637	
AIPGENE854	-0.09387		-0.09871		0.00218		0.04986	
AIPGENE855	-0.42787		0.24247		-0.03377		-0.24099	
AIPGENE856	0.082	0.13521	0.10231	0.04575	0.34618		0.05136	
AIPGENE860	0.02474		-0.12386		0.0438		-0.01651	
AIPGENE861	-0.00342		-0.15583		-0.43776		0.2214	
AIPGENE862	-0.37503		-0.12639		-0.06109		-0.39689	
AIPGENE863	0.34707		0.16747		0.31015		0.30728	
AIPGENE865	-0.15771	0.06304	-0.0325	0.03062	-0.13431	-0.11643	-0.17623	0.00335
AIPGENE866	0.52404		-0.15143		-0.0833		0.30623	
AIPGENE867	0.03548		0.18675		-0.07927		-0.17851	
AIPGENE868	0.11863		0.20957		-0.1826		0.3373	
AIPGENE869	-0.12117	0.09446	-0.06946	0.00255	-0.21112	0.02613	-0.21718	-0.00386
AIPGENE870	-0.21658		0.03109		0.71745		0.00795	
AIPGENE871	0.22331		0.26478		0.37971		0.44299	
AIPGENE872	0.19778		0.04042		0.05518		0.09144	
AIPGENE873	-0.00607		-0.13738		-0.28647		0.12742	
AIPGENE874	-0.07867	0.0555	-0.11114	0.17895	0.20038		0.02248	-0.01013
AIPGENE878	-1.29918		-0.74061		-0.49924		0.21669	
AIPGENE879	-0.01312		-0.47062		-0.39438		0.10173	
AIPGENE880	-0.16059		0.22515		0.41121		-0.00545	
AIPGENE881	0.1196		0.08511		0.03339		0.0916	
AIPGENE882	-0.0693		0.13138		0.08319		0.30456	
AIPGENE883	0.31534	-0.06763	0.26513	0.01876	0.29336		0.25935	0.164
AIPGENE884	-0.22593		0.20515		-0.33216		0.08004	
AIPGENE885	-0.24637		-0.26763		-0.18279		-0.14846	
AIPGENE886	-0.03468		0.0787		-0.16704		-0.01237	
AIPGENE888	-0.0444		0.80945		-0.05686		-0.70532	
AIPGENE889	-0.0407		-0.01999		-0.11336		-0.39921	
AIPGENE890	-0.10401		-0.02377		-0.03345		-0.05933	
AIPGENE891	-0.84184		-0.12594		-0.62168		0.122	
AIPGENE892	0.40603		0.28971		0.20106		0.33823	
AIPGENE893	-0.29865		-0.12229		-0.04522		-0.04668	
AIPGENE894	-0.10178		-0.37415		-0.44329		-0.11492	
AIPGENE895	0.06168		0.34126		0.13616		0.22175	
AIPGENE899	-0.43005		-0.29954		0.18792		0.2636	
AIPGENE900	0.03785	-0.08349	-0.02996		0.10194	-0.04309	0.06156	-0.16447
AIPGENE901			0.8017		0.22629		0.96419	
AIPGENE902	0.35216						-3.30173	
AIPGENE903			-0.22767					
AIPGENE904	-0.33423		-0.07709		-0.11391		-0.30906	
AIPGENE905	0.10957		-0.04139		-0.02274		0.02057	
AIPGENE906	-0.01765		-0.31418		0.5559		0.2856	
AIPGENE908	-0.21767		0.38328		0.11207		0.49772	
AIPGENE909			-0.11755				-0.23931	
AIPGENE910	0.66627		0.11673		-0.11826		0.39274	
AIPGENE911	0.32988		0.08358		0.15964		0.40753	
AIPGENE912	0.0228		0.15928		0.13094		-0.04637	
AIPGENE913	0.03245		-0.17916		-0.08453		-0.0742	
AIPGENE915	-0.33429		-0.04994		0.18457		-0.22651	
AIPGENE916	-0.07912		-0.15221		0.05442		0.00963	
AIPGENE917	0.05372		-0.7111		0.33104		0.44402	
AIPGENE918	0.07879		0.10521		0.00189		0.00363	
AIPGENE919	-0.55618		0.30359		1.32999		0.55918	
AIPGENE920	-0.17368		-0.0881		0.08876		-0.13377	
AIPGENE921			-0.42495		-0.41614			
AIPGENE922	-0.0986		-0.44034		-0.46487		0.11971	
AIPGENE923	0.25043		0.15993		0.3114		0.36571	
AIPGENE924	-0.04968		-0.04743		-0.09563		0.17196	
AIPGENE925	0.92052		0.21158		1.21314		1.00312	
AIPGENE926	0.13346		0.05364		0.28872		-0.14464	
AIPGENE927	0.2426		0.09159		-0.04637		0.50039	
AIPGENE928			1.08122				1.15775	
AIPGENE929	-0.29793		-0.02772		0.19334		-0.26609	
AIPGENE930			0.30606					
AIPGENE931	0.47421		0.12729		0.08808		-0.07324	
AIPGENE932			-0.65825					
AIPGENE933	-0.15436		0.05248		-0.0597		-0.32137	
AIPGENE934	0.67457		0.66107				0.71626	
AIPGENE935	0.26674						-0.9057	
AIPGENE936			-0.0094		-0.13513			
AIPGENE937	-0.07976	0.27258	-0.12539		-0.17483	-0.51225	-0.08972	0.1317
AIPGENE938	0.30002		0.38878		0.17897		0.05567	
AIPGENE939	0.03515		-0.08701		0.0874		0.21662	
AIPGENE940	0.54594		0.24946		0.88248		1.22509	
AIPGENE941			-0.86215				0.47465	
AIPGENE942	-0.78414				0.29212		0.46918	
AIPGENE943	0.21902		0.29802		0.08818		-0.08748	
AIPGENE944	0.03099		0.17954		-0.02102		0.05374	
AIPGENE945	-0.11171		-0.21542		0.77699		-0.26809	
AIPGENE946	-0.79612		-0.30617		-0.05731		-0.02004	
AIPGENE947	0.46337		-0.31355		-0.10799		0.08431	
AIPGENE948	0.50764		-0.02178		-0.26273		-0.19218	
AIPGENE950	0.43822		-0.57452				-0.316	
AIPGENE952	-0.65534		-0.36661		-0.03207		-0.19513	
AIPGENE953	1.74632		0.65259				0.89058	
AIPGENE954	-0.06153		-1.24904		-0.4902		-1.26857	
AIPGENE955	0.2558		-0.17853		-0.23592		0.01848	
AIPGENE956	-0.42572		-0.59159		-0.48214		-0.81876	
AIPGENE957	-0.1601		0.0363		0.22991		0.04422	
AIPGENE958	-0.10866		0.92911		1.38501		0.2368	
AIPGENE959	0.00928		-0.08087		0.15072		-0.1838	
AIPGENE960	0.62442		-0.25535				-0.17081	
AIPGENE961	-0.01631		0.29004		0.31527		0.1594	
AIPGENE962	-0.40666		-0.45566		0.25336		-0.44211	
AIPGENE963	-0.10107		-0.18837		0.12802		-0.20347	
AIPGENE964	0.13766		0.03699		0.36968		0.46785	
AIPGENE965			-0.33941				-1.09256	
AIPGENE966	0.25039		0.18146		-0.53506		0.37521	
AIPGENE967	0.7396		-0.5052		0.04413		-0.34018	
AIPGENE968	0.20762	0.15234	0.11361		0.13113	0.27657	0.11732	-0.14651
AIPGENE969	-0.23361		0.50911		0.41759		-0.28244	
AIPGENE970	0.17321		0.00284		0.21385		0.05149	
AIPGENE971	0.03649		0.04813		-0.11667		0.12733	
AIPGENE973			-0.81951					
AIPGENE974	0.24736		0.10398		-0.02868		0.02934	
AIPGENE975	0.00767		-0.3122		0.26996		0.25325	
AIPGENE976	-0.12719		-0.13385		-0.06534		-0.15282	
AIPGENE978	0.72492				0.36444		0.28523	
AIPGENE980	1.72041		0.0639		0.32098		0.81473	
AIPGENE981			0.37993					
AIPGENE982	0.20546		-0.00441		-0.01647		-0.11125	
AIPGENE983	-0.31708		-0.52513		-0.89964		-0.05587	
AIPGENE984	-0.40921		0.24166		0.21715		-1.75581	
AIPGENE985	-0.33752		-0.05027		0.14955		-0.49114	
AIPGENE986	0.0543		-0.01796		-0.00424		0.16871	
AIPGENE987	0.09554	0.26951	0.15201	-0.61247	-0.04695	0.16121	-0.05784	0.10387
AIPGENE989	-0.15103	-0.09073	0.06556	-0.00839	-0.14551	-0.07877	-0.07788	0.03304
AIPGENE990	-0.36513		-0.32626		-0.32963		-0.41022	
AIPGENE991	-0.69223		-0.0888		-0.53263		-0.45975	
AIPGENE992	0.64114		0.16171		0.30101		0.29578	
AIPGENE993	-0.60529		-0.11345		0.02642		0.39238	
